=~=~=~=~=~=~=~=~=~=~=~=;PuTTY;log;2023.02.14;11:54:48;=~=~=~=~=~=~=~=~=~=~=~=
A0;A1;A2;;;
;;;;;
2.82;3.18;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.82;3.19;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.82;3.19;0.42;;;
;;;;;
2.82;3.18;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.82;3.18;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.82;3.18;0.42;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.81;3.18;0.41;;;
;;;;;
2.81;3.18;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.81;3.18;0.41;;;
;;;;;
2.81;3.18;0.41;;;
;;;;;
2.8;3.18;0.42;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.81;3.17;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.17;0.4;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.18;0.41;;;
;;;;;
2.8;3.18;0.4;;;
;;;;;
2.8;3.18;0.4;;;
;;;;;
2.8;3.17;0.4;;;
;;;;;
2.8;3.17;0.41;;;
;;;;;
2.8;3.17;0.4;;;
;;;;;
2.8;3.17;0.4;;;
;;;;;
2.79;3.17;0.41;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.8;3.17;0.4;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.17;0.39;;;
;;;;;
2.79;3.17;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.78;3.16;0.4;;;
;;;;;
2.79;3.16;0.4;;;
;;;;;
2.79;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.79;3.15;0.39;;;
;;;;;
2.79;3.16;0.39;;;
;;;;;
2.79;3.16;0.39;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.79;3.15;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.16;0.39;;;
;;;;;
2.78;3.15;0.38;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.78;3.15;0.38;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.77;3.15;0.39;;;
;;;;;
2.77;3.15;0.39;;;
;;;;;
2.77;3.15;0.38;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.78;3.15;0.39;;;
;;;;;
2.77;3.15;0.39;;;
;;;;;
2.77;3.14;0.39;;;
;;;;;
2.77;3.15;0.39;;;
;;;;;
2.77;3.15;0.38;;;
;;;;;
2.77;3.15;0.38;;;
;;;;;
2.77;3.15;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.39;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.15;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.76;3.14;0.38;;;
;;;;;
2.77;3.14;0.38;;;
;;;;;
2.76;3.14;0.38;;;
;;;;;
2.76;3.14;0.38;;;
;;;;;
2.77;3.13;0.38;;;
;;;;;
2.77;3.14;0.37;;;
;;;;;
2.76;3.14;0.38;;;
;;;;;
2.76;3.14;0.37;;;
;;;;;
2.76;3.14;0.37;;;
;;;;;
2.76;3.14;0.38;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.14;0.37;;;
;;;;;
2.76;3.14;0.37;;;
;;;;;
2.76;3.14;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.76;3.13;0.38;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.76;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.12;0.37;;;
;;;;;
2.75;3.12;0.37;;;
;;;;;
2.75;3.13;0.37;;;
;;;;;
2.75;3.12;0.37;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.74;3.12;0.37;;;
;;;;;
2.75;3.12;0.37;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.75;3.12;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.74;3.11;0.35;;;
;;;;;
2.74;3.12;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.73;3.11;0.36;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.74;3.11;0.36;;;
;;;;;
2.74;3.11;0.35;;;
;;;;;
2.73;3.11;0.36;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.1;0.36;;;
;;;;;
2.74;3.11;0.35;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.11;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.73;3.1;0.35;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.73;3.1;0.34;;;
;;;;;
2.72;3.1;0.34;;;
;;;;;
2.72;3.1;0.35;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.35;;;
;;;;;
2.72;3.1;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.1;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.35;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.35;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.71;3.09;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.35;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.71;3.09;0.34;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.09;0.34;;;
;;;;;
2.71;3.09;0.34;;;
;;;;;
2.72;3.09;0.34;;;
;;;;;
2.71;3.09;0.34;;;
;;;;;
2.71;3.09;0.33;;;
;;;;;
2.71;3.08;0.33;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.08;0.33;;;
;;;;;
2.7;3.08;0.34;;;
;;;;;
2.71;3.08;0.34;;;
;;;;;
2.71;3.08;0.33;;;
;;;;;
2.71;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.34;;;
;;;;;
2.71;3.07;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.08;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.32;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.69;3.07;0.32;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.7;3.06;0.33;;;
;;;;;
2.7;3.07;0.33;;;
;;;;;
2.69;3.07;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.06;0.33;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.68;3.06;0.32;;;
;;;;;
2.69;3.05;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.69;3.05;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.68;3.06;0.32;;;
;;;;;
2.68;3.06;0.32;;;
;;;;;
2.68;3.06;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.69;3.06;0.32;;;
;;;;;
2.68;3.06;0.31;;;
;;;;;
2.68;3.06;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.05;0.31;;;
;;;;;
2.68;3.05;0.31;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.68;3.04;0.32;;;
;;;;;
2.68;3.04;0.31;;;
;;;;;
2.68;3.05;0.31;;;
;;;;;
2.68;3.05;0.31;;;
;;;;;
2.67;3.05;0.32;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.68;3.04;0.32;;;
;;;;;
2.68;3.05;0.31;;;
;;;;;
2.68;3.05;0.32;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.32;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.67;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.03;0.31;;;
;;;;;
2.66;3.03;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.65;3.04;0.31;;;
;;;;;
2.66;3.04;0.31;;;
;;;;;
2.66;3.03;0.3;;;
;;;;;
2.66;3.03;0.31;;;
;;;;;
2.66;3.03;0.31;;;
;;;;;
2.66;3.03;0.3;;;
;;;;;
2.66;3.03;0.3;;;
;;;;;
2.66;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.31;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.65;3.02;0.29;;;
;;;;;
2.65;3.03;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.65;3.01;0.3;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.65;3.02;0.3;;;
;;;;;
2.64;3.02;0.29;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.64;3.02;0.3;;;
;;;;;
2.64;3.01;0.3;;;
;;;;;
2.64;3.01;0.3;;;
;;;;;
2.64;3.01;0.3;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.02;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.3;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.64;3.01;0.29;;;
;;;;;
2.63;3.01;0.29;;;
;;;;;
2.63;3.01;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.64;3;0.29;;;
;;;;;
2.64;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3.01;0.29;;;
;;;;;
2.63;3.01;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3.01;0.29;;;
;;;;;
2.63;3;0.28;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.28;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.29;;;
;;;;;
2.63;3;0.28;;;
;;;;;
2.62;3;0.28;;;
;;;;;
2.62;3;0.28;;;
;;;;;
2.62;3;0.29;;;
;;;;;
2.62;2.99;0.29;;;
;;;;;
2.62;2.99;0.29;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;3;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.98;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.99;0.28;;;
;;;;;
2.62;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.62;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.62;2.98;0.28;;;
;;;;;
2.62;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.98;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.28;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.6;2.97;0.27;;;
;;;;;
2.61;2.96;0.27;;;
;;;;;
2.61;2.96;0.27;;;
;;;;;
2.61;2.97;0.27;;;
;;;;;
2.6;2.97;0.27;;;
;;;;;
2.6;2.97;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.28;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.97;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.97;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.6;2.96;0.26;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.59;2.96;0.26;;;
;;;;;
2.59;2.96;0.27;;;
;;;;;
2.6;2.96;0.27;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.96;0.27;;;
;;;;;
2.59;2.96;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.27;;;
;;;;;
2.59;2.95;0.27;;;
;;;;;
2.59;2.95;0.27;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.27;;;
;;;;;
2.59;2.95;0.27;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.58;2.95;0.26;;;
;;;;;
2.58;2.95;0.26;;;
;;;;;
2.58;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.59;2.95;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.95;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.27;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.57;2.94;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.58;2.93;0.26;;;
;;;;;
2.58;2.93;0.26;;;
;;;;;
2.58;2.93;0.26;;;
;;;;;
2.58;2.93;0.26;;;
;;;;;
2.58;2.94;0.26;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.58;2.93;0.25;;;
;;;;;
2.58;2.93;0.26;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.57;2.92;0.25;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.57;2.93;0.26;;;
;;;;;
2.56;2.93;0.25;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.57;2.93;0.25;;;
;;;;;
2.57;2.92;0.25;;;
;;;;;
2.57;2.92;0.26;;;
;;;;;
2.57;2.92;0.25;;;
;;;;;
2.56;2.93;0.25;;;
;;;;;
2.56;2.93;0.25;;;
;;;;;
2.56;2.93;0.25;;;
;;;;;
2.57;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.91;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.56;2.92;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.56;2.91;0.25;;;
;;;;;
2.56;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.9;0.25;;;
;;;;;
2.55;2.9;0.25;;;
;;;;;
2.55;2.91;0.24;;;
;;;;;
2.55;2.91;0.24;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.91;0.25;;;
;;;;;
2.55;2.9;0.25;;;
;;;;;
2.55;2.9;0.24;;;
;;;;;
2.55;2.9;0.24;;;
;;;;;
2.55;2.9;0.25;;;
;;;;;
2.55;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.53;2.9;0.24;;;
;;;;;
2.54;2.9;0.25;;;
;;;;;
2.54;2.9;0.25;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.25;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.9;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.53;2.9;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.54;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.88;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.53;2.88;0.23;;;
;;;;;
2.53;2.88;0.24;;;
;;;;;
2.53;2.88;0.24;;;
;;;;;
2.53;2.88;0.23;;;
;;;;;
2.53;2.89;0.24;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.53;2.88;0.24;;;
;;;;;
2.53;2.88;0.24;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.24;;;
;;;;;
2.52;2.88;0.24;;;
;;;;;
2.52;2.88;0.24;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.88;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.52;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.87;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.51;2.86;0.23;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.5;2.86;0.22;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.51;2.85;0.23;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.86;0.23;;;
;;;;;
2.5;2.85;0.22;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.85;0.22;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.85;0.23;;;
;;;;;
2.5;2.85;0.22;;;
;;;;;
2.5;2.85;0.22;;;
;;;;;
2.49;2.85;0.23;;;
;;;;;
2.49;2.85;0.23;;;
;;;;;
2.49;2.84;0.22;;;
;;;;;
2.49;2.84;0.23;;;
;;;;;
2.5;2.84;0.22;;;
;;;;;
2.49;2.84;0.22;;;
;;;;;
2.49;2.84;0.23;;;
;;;;;
