=~=~=~=~=~=~=~=~=~=~=~=;PuTTY;log;2023.02.14;11:54:48;=~=~=~=~=~=~=~=~=~=~=~=
A0;A1;A2;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.47;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.47;0.52;0.05;;;
;;;;;
0.46;0.52;0.06;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.06;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.53;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.47;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.06;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.52;0.06;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.47;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.06;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.52;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.06;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.52;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.45;0.51;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.5;0.05;;;
;;;;;
0.46;0.51;0.05;;;
;;;;;
0.46;0.52;0.06;;;
;;;;;
0.47;0.54;0.06;;;
;;;;;
0.47;0.57;0.06;;;
;;;;;
0.48;0.62;0.08;;;
;;;;;
0.49;0.68;0.09;;;
;;;;;
0.5;0.75;0.11;;;
;;;;;
0.51;0.83;0.13;;;
;;;;;
0.53;0.93;0.15;;;
;;;;;
0.55;1.03;0.17;;;
;;;;;
0.56;1.13;0.2;;;
;;;;;
0.59;1.23;0.22;;;
;;;;;
0.61;1.34;0.24;;;
;;;;;
0.63;1.45;0.28;;;
;;;;;
0.66;1.55;0.31;;;
;;;;;
0.68;1.66;0.33;;;
;;;;;
0.71;1.75;0.36;;;
;;;;;
0.75;1.85;0.39;;;
;;;;;
0.79;1.94;0.42;;;
;;;;;
0.83;2.02;0.44;;;
;;;;;
0.87;2.1;0.46;;;
;;;;;
0.91;2.17;0.48;;;
;;;;;
0.96;2.24;0.51;;;
;;;;;
1;2.3;0.53;;;
;;;;;
1.05;2.37;0.55;;;
;;;;;
1.1;2.42;0.57;;;
;;;;;
1.14;2.47;0.59;;;
;;;;;
1.2;2.52;0.61;;;
;;;;;
1.25;2.56;0.62;;;
;;;;;
1.3;2.61;0.63;;;
;;;;;
1.35;2.64;0.65;;;
;;;;;
1.4;2.67;0.66;;;
;;;;;
1.45;2.71;0.67;;;
;;;;;
1.5;2.74;0.68;;;
;;;;;
1.54;2.77;0.69;;;
;;;;;
1.59;2.79;0.7;;;
;;;;;
1.63;2.82;0.7;;;
;;;;;
1.68;2.84;0.71;;;
;;;;;
1.72;2.86;0.72;;;
;;;;;
1.76;2.88;0.73;;;
;;;;;
1.8;2.9;0.73;;;
;;;;;
1.84;2.91;0.73;;;
;;;;;
1.87;2.93;0.74;;;
;;;;;
1.91;2.94;0.74;;;
;;;;;
1.94;2.96;0.75;;;
;;;;;
1.97;2.97;0.75;;;
;;;;;
2;2.99;0.76;;;
;;;;;
2.03;3;0.75;;;
;;;;;
2.06;3.01;0.76;;;
;;;;;
2.09;3.02;0.76;;;
;;;;;
2.12;3.03;0.76;;;
;;;;;
2.14;3.04;0.76;;;
;;;;;
2.17;3.04;0.76;;;
;;;;;
2.19;3.06;0.76;;;
;;;;;
2.21;3.06;0.76;;;
;;;;;
2.23;3.07;0.76;;;
;;;;;
2.25;3.08;0.76;;;
;;;;;
2.27;3.09;0.76;;;
;;;;;
2.29;3.09;0.76;;;
;;;;;
2.31;3.1;0.76;;;
;;;;;
2.33;3.1;0.76;;;
;;;;;
2.35;3.11;0.76;;;
;;;;;
2.36;3.12;0.76;;;
;;;;;
2.37;3.12;0.76;;;
;;;;;
2.39;3.13;0.76;;;
;;;;;
2.4;3.13;0.75;;;
;;;;;
2.41;3.14;0.76;;;
;;;;;
2.43;3.15;0.75;;;
;;;;;
2.44;3.14;0.75;;;
;;;;;
2.45;3.15;0.75;;;
;;;;;
2.47;3.16;0.75;;;
;;;;;
2.48;3.16;0.75;;;
;;;;;
2.49;3.17;0.75;;;
;;;;;
2.5;3.17;0.75;;;
;;;;;
2.51;3.17;0.74;;;
;;;;;
2.52;3.17;0.74;;;
;;;;;
2.53;3.18;0.74;;;
;;;;;
2.53;3.18;0.74;;;
;;;;;
2.53;3.19;0.74;;;
;;;;;
2.54;3.19;0.74;;;
;;;;;
2.55;3.19;0.74;;;
;;;;;
2.56;3.2;0.73;;;
;;;;;
2.57;3.2;0.74;;;
;;;;;
2.57;3.2;0.73;;;
;;;;;
2.58;3.2;0.73;;;
;;;;;
2.59;3.21;0.73;;;
;;;;;
2.6;3.21;0.73;;;
;;;;;
2.6;3.21;0.73;;;
;;;;;
2.61;3.21;0.73;;;
;;;;;
2.61;3.22;0.72;;;
;;;;;
2.62;3.22;0.73;;;
;;;;;
2.63;3.22;0.72;;;
;;;;;
2.63;3.22;0.72;;;
;;;;;
2.64;3.23;0.72;;;
;;;;;
2.65;3.23;0.72;;;
;;;;;
2.65;3.22;0.72;;;
;;;;;
2.66;3.23;0.71;;;
;;;;;
2.66;3.23;0.71;;;
;;;;;
2.67;3.23;0.71;;;
;;;;;
2.67;3.23;0.71;;;
;;;;;
2.68;3.24;0.71;;;
;;;;;
2.68;3.24;0.71;;;
;;;;;
2.68;3.24;0.71;;;
;;;;;
2.69;3.24;0.71;;;
;;;;;
2.7;3.25;0.7;;;
;;;;;
2.7;3.24;0.7;;;
;;;;;
2.7;3.24;0.71;;;
;;;;;
2.71;3.25;0.7;;;
;;;;;
2.72;3.25;0.7;;;
;;;;;
2.72;3.25;0.7;;;
;;;;;
2.72;3.25;0.7;;;
;;;;;
2.73;3.25;0.7;;;
;;;;;
2.73;3.25;0.69;;;
;;;;;
2.73;3.25;0.69;;;
;;;;;
2.73;3.26;0.69;;;
;;;;;
2.74;3.25;0.69;;;
;;;;;
2.75;3.26;0.68;;;
;;;;;
2.75;3.26;0.68;;;
;;;;;
2.75;3.26;0.69;;;
;;;;;
2.75;3.26;0.69;;;
;;;;;
2.76;3.26;0.68;;;
;;;;;
2.76;3.26;0.68;;;
;;;;;
2.76;3.26;0.68;;;
;;;;;
2.77;3.26;0.68;;;
;;;;;
2.77;3.27;0.68;;;
;;;;;
2.77;3.27;0.68;;;
;;;;;
2.77;3.27;0.67;;;
;;;;;
2.78;3.26;0.67;;;
;;;;;
2.78;3.27;0.67;;;
;;;;;
2.78;3.27;0.67;;;
;;;;;
2.78;3.27;0.67;;;
;;;;;
2.79;3.27;0.67;;;
;;;;;
2.79;3.27;0.67;;;
;;;;;
2.79;3.27;0.67;;;
;;;;;
2.8;3.27;0.67;;;
;;;;;
2.8;3.27;0.66;;;
;;;;;
2.8;3.28;0.67;;;
;;;;;
2.8;3.27;0.66;;;
;;;;;
2.8;3.27;0.66;;;
;;;;;
2.81;3.28;0.66;;;
;;;;;
2.81;3.28;0.66;;;
;;;;;
2.81;3.28;0.66;;;
;;;;;
2.82;3.28;0.66;;;
;;;;;
2.81;3.28;0.66;;;
;;;;;
2.81;3.28;0.66;;;
;;;;;
2.82;3.28;0.66;;;
;;;;;
2.82;3.28;0.65;;;
;;;;;
2.82;3.28;0.65;;;
;;;;;
2.82;3.28;0.65;;;
;;;;;
2.82;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.82;3.29;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.29;0.65;;;
;;;;;
2.83;3.28;0.65;;;
;;;;;
2.83;3.29;0.65;;;
;;;;;
2.84;3.28;0.64;;;
;;;;;
2.84;3.28;0.64;;;
;;;;;
2.84;3.29;0.64;;;
;;;;;
2.84;3.28;0.64;;;
;;;;;
2.84;3.28;0.64;;;
;;;;;
2.84;3.28;0.64;;;
;;;;;
2.84;3.29;0.64;;;
;;;;;
2.84;3.29;0.64;;;
;;;;;
2.85;3.28;0.64;;;
;;;;;
2.85;3.29;0.64;;;
;;;;;
2.85;3.29;0.63;;;
;;;;;
2.84;3.29;0.63;;;
;;;;;
2.85;3.28;0.63;;;
;;;;;
2.85;3.28;0.63;;;
;;;;;
2.85;3.28;0.62;;;
;;;;;
2.85;3.29;0.62;;;
;;;;;
2.85;3.28;0.63;;;
;;;;;
2.85;3.29;0.62;;;
;;;;;
2.85;3.29;0.62;;;
;;;;;
2.85;3.29;0.62;;;
;;;;;
2.85;3.28;0.62;;;
;;;;;
2.86;3.28;0.62;;;
;;;;;
2.86;3.29;0.62;;;
;;;;;
2.86;3.28;0.62;;;
;;;;;
2.86;3.29;0.62;;;
;;;;;
2.86;3.28;0.62;;;
;;;;;
2.86;3.28;0.61;;;
;;;;;
2.86;3.29;0.61;;;
;;;;;
2.86;3.28;0.61;;;
;;;;;
2.86;3.28;0.61;;;
;;;;;
2.86;3.28;0.61;;;
;;;;;
2.87;3.28;0.61;;;
;;;;;
2.86;3.29;0.61;;;
;;;;;
2.87;3.28;0.61;;;
;;;;;
2.86;3.28;0.61;;;
;;;;;
2.87;3.28;0.61;;;
;;;;;
2.86;3.29;0.61;;;
;;;;;
2.87;3.28;0.61;;;
;;;;;
2.87;3.28;0.6;;;
;;;;;
2.87;3.29;0.6;;;
;;;;;
2.87;3.29;0.6;;;
;;;;;
2.87;3.28;0.6;;;
;;;;;
2.87;3.28;0.6;;;
;;;;;
2.87;3.29;0.6;;;
;;;;;
2.87;3.29;0.6;;;
;;;;;
2.87;3.28;0.6;;;
;;;;;
2.87;3.28;0.6;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.88;3.28;0.59;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.87;3.29;0.59;;;
;;;;;
2.87;3.28;0.59;;;
;;;;;
2.88;3.28;0.59;;;
;;;;;
2.88;3.28;0.59;;;
;;;;;
2.88;3.29;0.58;;;
;;;;;
2.88;3.28;0.59;;;
;;;;;
2.87;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.87;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.59;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.58;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.57;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.27;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.89;3.27;0.56;;;
;;;;;
2.88;3.27;0.56;;;
;;;;;
2.88;3.27;0.56;;;
;;;;;
2.88;3.28;0.56;;;
;;;;;
2.88;3.27;0.56;;;
;;;;;
2.88;3.27;0.56;;;
;;;;;
2.89;3.28;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.26;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.55;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.26;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.26;0.54;;;
;;;;;
2.88;3.26;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.26;0.54;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.27;0.54;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.88;3.26;0.54;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.88;3.27;0.53;;;
;;;;;
2.87;3.27;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.87;3.27;0.53;;;
;;;;;
2.87;3.26;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.87;3.27;0.53;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.88;3.26;0.53;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.27;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.52;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.86;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.86;3.26;0.51;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.87;3.25;0.5;;;
;;;;;
2.87;3.26;0.51;;;
;;;;;
2.86;3.26;0.51;;;
;;;;;
2.86;3.26;0.5;;;
;;;;;
2.86;3.25;0.5;;;
;;;;;
2.86;3.26;0.5;;;
;;;;;
2.87;3.26;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.26;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.26;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.26;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.5;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.87;3.25;0.49;;;
;;;;;
2.87;3.25;0.49;;;
;;;;;
2.88;3.24;0.49;;;
;;;;;
2.88;3.25;0.49;;;
;;;;;
2.88;3.25;0.48;;;
;;;;;
2.87;3.25;0.49;;;
;;;;;
2.87;3.25;0.48;;;
;;;;;
2.88;3.24;0.49;;;
;;;;;
2.88;3.24;0.49;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.88;3.24;0.48;;;
;;;;;
2.87;3.25;0.48;;;
;;;;;
2.87;3.25;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.47;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.87;3.24;0.48;;;
;;;;;
2.87;3.24;0.47;;;
;;;;;
2.87;3.24;0.47;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.87;3.23;0.47;;;
;;;;;
2.87;3.24;0.47;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.86;3.24;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.47;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.86;3.22;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.85;3.22;0.46;;;
;;;;;
2.86;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.85;3.23;0.46;;;
;;;;;
2.85;3.22;0.46;;;
;;;;;
2.85;3.22;0.46;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.85;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.84;3.21;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.84;3.22;0.45;;;
;;;;;
2.85;3.21;0.45;;;
;;;;;
2.84;3.21;0.45;;;
;;;;;
2.85;3.22;0.44;;;
;;;;;
2.84;3.21;0.45;;;
;;;;;
2.84;3.21;0.45;;;
;;;;;
2.84;3.21;0.45;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.21;0.44;;;
;;;;;
2.84;3.2;0.44;;;
;;;;;
2.83;3.21;0.44;;;
;;;;;
2.84;3.21;0.43;;;
;;;;;
2.83;3.21;0.44;;;
;;;;;
2.83;3.2;0.44;;;
;;;;;
2.83;3.2;0.44;;;
;;;;;
2.83;3.2;0.44;;;
;;;;;
2.84;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.21;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.21;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.21;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.83;3.2;0.43;;;
;;;;;
2.82;3.2;0.43;;;
;;;;;
2.81;3.2;0.43;;;
;;;;;
2.81;3.2;0.43;;;
;;;;;
2.81;3.2;0.43;;;
;;;;;
2.81;3.19;0.43;;;
;;;;;
2.81;3.2;0.43;;;
;;;;;
2.82;3.19;0.43;;;
;;;;;
2.8;3.19;0.43;;;
;;;;;
2.81;3.19;0.43;;;
;;;;;
2.81;3.19;0.43;;;
;;;;;
2.81;3.19;0.43;;;
;;;;;
2.8;3.2;0.43;;;
;;;;;
2.8;3.19;0.43;;;
;;;;;
2.8;3.19;0.43;;;
;;;;;
2.8;3.19;0.43;;;
;;;;;
2.8;3.19;0.43;;;
;;;;;
2.8;3.19;0.42;;;
;;;;;
2.8;3.19;0.42;;;
;;;;;
2.82;3.19;0.42;;;
;;;;;
2.8;3.19;0.42;;;
;;;;;
2.81;3.19;0.42;;;
;;;;;
2.8;3.19;0.42;;;
;;;;;
2.81;3.19;0.43;;;
;;;;;
2.81;3.18;0.42;;;
;;;;;
2.82;3.18;0.42;;;
