=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.16 11:51:52 =~=~=~=~=~=~=~=~=~=~=~=
23A0  A1  A2
 
0.47 0.22 0.03
 
0.48 0.22 0.03
 
0.47 0.22 0.03
 
0.48 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.48 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.48 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.48 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.48 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.48 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.22 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.02
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.02
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.47 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.47 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.47 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.47 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.21 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.46 0.20 0.03
 
0.45 0.20 0.03
 
0.46 0.20 0.03
 
